value,value_label,cohort,variable,variable_label
,.q=not asked this wv,HRS,r16penic2,r16penic2:w16 pen #2 continue after death
,.r=rf,HRS,r16penic2,r16penic2:w16 pen #2 continue after death
,.u=unmarried,HRS,r16penic2,r16penic2:w16 pen #2 continue after death
,.v=spouse nr,HRS,r16penic2,r16penic2:w16 pen #2 continue after death
,.z=no pension income,HRS,r16penic2,r16penic2:w16 pen #2 continue after death
1,1.stop,HRS,s2penic1,s2penic1:w2 pen #1 continue after death
2,2.continue unchanged,HRS,s2penic1,s2penic1:w2 pen #1 continue after death
3,3.continue at reduced level,HRS,s2penic1,s2penic1:w2 pen #1 continue after death
4,4.lump sum paid to beneficiary,HRS,s2penic1,s2penic1:w2 pen #1 continue after death
7,7.other,HRS,s2penic1,s2penic1:w2 pen #1 continue after death
,.d=dk,HRS,s2penic1,s2penic1:w2 pen #1 continue after death
,".j=web interview, missing",HRS,s2penic1,s2penic1:w2 pen #1 continue after death
,.m=oth missing,HRS,s2penic1,s2penic1:w2 pen #1 continue after death
,.q=not asked this wv,HRS,s2penic1,s2penic1:w2 pen #1 continue after death
,.r=rf,HRS,s2penic1,s2penic1:w2 pen #1 continue after death
,.u=unmarried,HRS,s2penic1,s2penic1:w2 pen #1 continue after death
,.v=spouse nr,HRS,s2penic1,s2penic1:w2 pen #1 continue after death
,.z=no pension income,HRS,s2penic1,s2penic1:w2 pen #1 continue after death
1,1.stop,HRS,s3penic1,s3penic1:w3 pen #1 continue after death
2,2.continue unchanged,HRS,s3penic1,s3penic1:w3 pen #1 continue after death
3,3.continue at reduced level,HRS,s3penic1,s3penic1:w3 pen #1 continue after death
4,4.lump sum paid to beneficiary,HRS,s3penic1,s3penic1:w3 pen #1 continue after death
7,7.other,HRS,s3penic1,s3penic1:w3 pen #1 continue after death
,.d=dk,HRS,s3penic1,s3penic1:w3 pen #1 continue after death
,".j=web interview, missing",HRS,s3penic1,s3penic1:w3 pen #1 continue after death
,.m=oth missing,HRS,s3penic1,s3penic1:w3 pen #1 continue after death
,.q=not asked this wv,HRS,s3penic1,s3penic1:w3 pen #1 continue after death
,.r=rf,HRS,s3penic1,s3penic1:w3 pen #1 continue after death
,.u=unmarried,HRS,s3penic1,s3penic1:w3 pen #1 continue after death
,.v=spouse nr,HRS,s3penic1,s3penic1:w3 pen #1 continue after death
,.z=no pension income,HRS,s3penic1,s3penic1:w3 pen #1 continue after death
1,1.stop,HRS,s4penic1,s4penic1:w4 pen #1 continue after death
2,2.continue unchanged,HRS,s4penic1,s4penic1:w4 pen #1 continue after death
3,3.continue at reduced level,HRS,s4penic1,s4penic1:w4 pen #1 continue after death
4,4.lump sum paid to beneficiary,HRS,s4penic1,s4penic1:w4 pen #1 continue after death
7,7.other,HRS,s4penic1,s4penic1:w4 pen #1 continue after death
,.d=dk,HRS,s4penic1,s4penic1:w4 pen #1 continue after death
,".j=web interview, missing",HRS,s4penic1,s4penic1:w4 pen #1 continue after death
,.m=oth missing,HRS,s4penic1,s4penic1:w4 pen #1 continue after death
,.q=not asked this wv,HRS,s4penic1,s4penic1:w4 pen #1 continue after death
,.r=rf,HRS,s4penic1,s4penic1:w4 pen #1 continue after death
,.u=unmarried,HRS,s4penic1,s4penic1:w4 pen #1 continue after death
,.v=spouse nr,HRS,s4penic1,s4penic1:w4 pen #1 continue after death
,.z=no pension income,HRS,s4penic1,s4penic1:w4 pen #1 continue after death
1,1.stop,HRS,s5penic1,s5penic1:w5 pen #1 continue after death
2,2.continue unchanged,HRS,s5penic1,s5penic1:w5 pen #1 continue after death
3,3.continue at reduced level,HRS,s5penic1,s5penic1:w5 pen #1 continue after death
4,4.lump sum paid to beneficiary,HRS,s5penic1,s5penic1:w5 pen #1 continue after death
7,7.other,HRS,s5penic1,s5penic1:w5 pen #1 continue after death
,.d=dk,HRS,s5penic1,s5penic1:w5 pen #1 continue after death
,".j=web interview, missing",HRS,s5penic1,s5penic1:w5 pen #1 continue after death
,.m=oth missing,HRS,s5penic1,s5penic1:w5 pen #1 continue after death
,.q=not asked this wv,HRS,s5penic1,s5penic1:w5 pen #1 continue after death
,.r=rf,HRS,s5penic1,s5penic1:w5 pen #1 continue after death
,.u=unmarried,HRS,s5penic1,s5penic1:w5 pen #1 continue after death
,.v=spouse nr,HRS,s5penic1,s5penic1:w5 pen #1 continue after death
,.z=no pension income,HRS,s5penic1,s5penic1:w5 pen #1 continue after death
1,1.stop,HRS,s6penic1,s6penic1:w6 pen #1 continue after death
2,2.continue unchanged,HRS,s6penic1,s6penic1:w6 pen #1 continue after death
3,3.continue at reduced level,HRS,s6penic1,s6penic1:w6 pen #1 continue after death
4,4.lump sum paid to beneficiary,HRS,s6penic1,s6penic1:w6 pen #1 continue after death
7,7.other,HRS,s6penic1,s6penic1:w6 pen #1 continue after death
,.d=dk,HRS,s6penic1,s6penic1:w6 pen #1 continue after death
,".j=web interview, missing",HRS,s6penic1,s6penic1:w6 pen #1 continue after death
,.m=oth missing,HRS,s6penic1,s6penic1:w6 pen #1 continue after death
,.q=not asked this wv,HRS,s6penic1,s6penic1:w6 pen #1 continue after death
,.r=rf,HRS,s6penic1,s6penic1:w6 pen #1 continue after death
,.u=unmarried,HRS,s6penic1,s6penic1:w6 pen #1 continue after death
,.v=spouse nr,HRS,s6penic1,s6penic1:w6 pen #1 continue after death
,.z=no pension income,HRS,s6penic1,s6penic1:w6 pen #1 continue after death
1,1.stop,HRS,s7penic1,s7penic1:w7 pen #1 continue after death
2,2.continue unchanged,HRS,s7penic1,s7penic1:w7 pen #1 continue after death
3,3.continue at reduced level,HRS,s7penic1,s7penic1:w7 pen #1 continue after death
4,4.lump sum paid to beneficiary,HRS,s7penic1,s7penic1:w7 pen #1 continue after death
7,7.other,HRS,s7penic1,s7penic1:w7 pen #1 continue after death
,.d=dk,HRS,s7penic1,s7penic1:w7 pen #1 continue after death
,".j=web interview, missing",HRS,s7penic1,s7penic1:w7 pen #1 continue after death
,.m=oth missing,HRS,s7penic1,s7penic1:w7 pen #1 continue after death
,.q=not asked this wv,HRS,s7penic1,s7penic1:w7 pen #1 continue after death
,.r=rf,HRS,s7penic1,s7penic1:w7 pen #1 continue after death
,.u=unmarried,HRS,s7penic1,s7penic1:w7 pen #1 continue after death
,.v=spouse nr,HRS,s7penic1,s7penic1:w7 pen #1 continue after death
,.z=no pension income,HRS,s7penic1,s7penic1:w7 pen #1 continue after death
1,1.stop,HRS,s8penic1,s8penic1:w8 pen #1 continue after death
2,2.continue unchanged,HRS,s8penic1,s8penic1:w8 pen #1 continue after death
3,3.continue at reduced level,HRS,s8penic1,s8penic1:w8 pen #1 continue after death
4,4.lump sum paid to beneficiary,HRS,s8penic1,s8penic1:w8 pen #1 continue after death
7,7.other,HRS,s8penic1,s8penic1:w8 pen #1 continue after death
,.d=dk,HRS,s8penic1,s8penic1:w8 pen #1 continue after death
,".j=web interview, missing",HRS,s8penic1,s8penic1:w8 pen #1 continue after death
,.m=oth missing,HRS,s8penic1,s8penic1:w8 pen #1 continue after death
,.q=not asked this wv,HRS,s8penic1,s8penic1:w8 pen #1 continue after death
,.r=rf,HRS,s8penic1,s8penic1:w8 pen #1 continue after death
,.u=unmarried,HRS,s8penic1,s8penic1:w8 pen #1 continue after death
,.v=spouse nr,HRS,s8penic1,s8penic1:w8 pen #1 continue after death
,.z=no pension income,HRS,s8penic1,s8penic1:w8 pen #1 continue after death
1,1.stop,HRS,s9penic1,s9penic1:w9 pen #1 continue after death
2,2.continue unchanged,HRS,s9penic1,s9penic1:w9 pen #1 continue after death
3,3.continue at reduced level,HRS,s9penic1,s9penic1:w9 pen #1 continue after death
4,4.lump sum paid to beneficiary,HRS,s9penic1,s9penic1:w9 pen #1 continue after death
7,7.other,HRS,s9penic1,s9penic1:w9 pen #1 continue after death
,.d=dk,HRS,s9penic1,s9penic1:w9 pen #1 continue after death
,".j=web interview, missing",HRS,s9penic1,s9penic1:w9 pen #1 continue after death
,.m=oth missing,HRS,s9penic1,s9penic1:w9 pen #1 continue after death
,.q=not asked this wv,HRS,s9penic1,s9penic1:w9 pen #1 continue after death
,.r=rf,HRS,s9penic1,s9penic1:w9 pen #1 continue after death
,.u=unmarried,HRS,s9penic1,s9penic1:w9 pen #1 continue after death
,.v=spouse nr,HRS,s9penic1,s9penic1:w9 pen #1 continue after death
,.z=no pension income,HRS,s9penic1,s9penic1:w9 pen #1 continue after death
1,1.stop,HRS,s10penic1,s10penic1:w10 pen #1 continue after death
2,2.continue unchanged,HRS,s10penic1,s10penic1:w10 pen #1 continue after death
3,3.continue at reduced level,HRS,s10penic1,s10penic1:w10 pen #1 continue after death
4,4.lump sum paid to beneficiary,HRS,s10penic1,s10penic1:w10 pen #1 continue after death
7,7.other,HRS,s10penic1,s10penic1:w10 pen #1 continue after death
,.d=dk,HRS,s10penic1,s10penic1:w10 pen #1 continue after death
,".j=web interview, missing",HRS,s10penic1,s10penic1:w10 pen #1 continue after death
,.m=oth missing,HRS,s10penic1,s10penic1:w10 pen #1 continue after death
,.q=not asked this wv,HRS,s10penic1,s10penic1:w10 pen #1 continue after death
,.r=rf,HRS,s10penic1,s10penic1:w10 pen #1 continue after death
,.u=unmarried,HRS,s10penic1,s10penic1:w10 pen #1 continue after death
,.v=spouse nr,HRS,s10penic1,s10penic1:w10 pen #1 continue after death
,.z=no pension income,HRS,s10penic1,s10penic1:w10 pen #1 continue after death
1,1.stop,HRS,s11penic1,s11penic1:w11 pen #1 continue after death
2,2.continue unchanged,HRS,s11penic1,s11penic1:w11 pen #1 continue after death
3,3.continue at reduced level,HRS,s11penic1,s11penic1:w11 pen #1 continue after death
4,4.lump sum paid to beneficiary,HRS,s11penic1,s11penic1:w11 pen #1 continue after death
7,7.other,HRS,s11penic1,s11penic1:w11 pen #1 continue after death
,.d=dk,HRS,s11penic1,s11penic1:w11 pen #1 continue after death
,".j=web interview, missing",HRS,s11penic1,s11penic1:w11 pen #1 continue after death
,.m=oth missing,HRS,s11penic1,s11penic1:w11 pen #1 continue after death
,.q=not asked this wv,HRS,s11penic1,s11penic1:w11 pen #1 continue after death
,.r=rf,HRS,s11penic1,s11penic1:w11 pen #1 continue after death
,.u=unmarried,HRS,s11penic1,s11penic1:w11 pen #1 continue after death
,.v=spouse nr,HRS,s11penic1,s11penic1:w11 pen #1 continue after death
,.z=no pension income,HRS,s11penic1,s11penic1:w11 pen #1 continue after death
1,1.stop,HRS,s12penic1,s12penic1:w12 pen #1 continue after death
2,2.continue unchanged,HRS,s12penic1,s12penic1:w12 pen #1 continue after death
3,3.continue at reduced level,HRS,s12penic1,s12penic1:w12 pen #1 continue after death
4,4.lump sum paid to beneficiary,HRS,s12penic1,s12penic1:w12 pen #1 continue after death
7,7.other,HRS,s12penic1,s12penic1:w12 pen #1 continue after death
,.d=dk,HRS,s12penic1,s12penic1:w12 pen #1 continue after death
,".j=web interview, missing",HRS,s12penic1,s12penic1:w12 pen #1 continue after death
,.m=oth missing,HRS,s12penic1,s12penic1:w12 pen #1 continue after death
,.q=not asked this wv,HRS,s12penic1,s12penic1:w12 pen #1 continue after death
,.r=rf,HRS,s12penic1,s12penic1:w12 pen #1 continue after death
,.u=unmarried,HRS,s12penic1,s12penic1:w12 pen #1 continue after death
,.v=spouse nr,HRS,s12penic1,s12penic1:w12 pen #1 continue after death
,.z=no pension income,HRS,s12penic1,s12penic1:w12 pen #1 continue after death
1,1.stop,HRS,s13penic1,s13penic1:w13 pen #1 continue after death
2,2.continue unchanged,HRS,s13penic1,s13penic1:w13 pen #1 continue after death
3,3.continue at reduced level,HRS,s13penic1,s13penic1:w13 pen #1 continue after death
4,4.lump sum paid to beneficiary,HRS,s13penic1,s13penic1:w13 pen #1 continue after death
7,7.other,HRS,s13penic1,s13penic1:w13 pen #1 continue after death
,.d=dk,HRS,s13penic1,s13penic1:w13 pen #1 continue after death
,".j=web interview, missing",HRS,s13penic1,s13penic1:w13 pen #1 continue after death
,.m=oth missing,HRS,s13penic1,s13penic1:w13 pen #1 continue after death
,.q=not asked this wv,HRS,s13penic1,s13penic1:w13 pen #1 continue after death
,.r=rf,HRS,s13penic1,s13penic1:w13 pen #1 continue after death
,.u=unmarried,HRS,s13penic1,s13penic1:w13 pen #1 continue after death
,.v=spouse nr,HRS,s13penic1,s13penic1:w13 pen #1 continue after death
,.z=no pension income,HRS,s13penic1,s13penic1:w13 pen #1 continue after death
1,1.stop,HRS,s14penic1,s14penic1:w14 pen #1 continue after death
2,2.continue unchanged,HRS,s14penic1,s14penic1:w14 pen #1 continue after death
3,3.continue at reduced level,HRS,s14penic1,s14penic1:w14 pen #1 continue after death
4,4.lump sum paid to beneficiary,HRS,s14penic1,s14penic1:w14 pen #1 continue after death
7,7.other,HRS,s14penic1,s14penic1:w14 pen #1 continue after death
,.d=dk,HRS,s14penic1,s14penic1:w14 pen #1 continue after death
,".j=web interview, missing",HRS,s14penic1,s14penic1:w14 pen #1 continue after death
,.m=oth missing,HRS,s14penic1,s14penic1:w14 pen #1 continue after death
,.q=not asked this wv,HRS,s14penic1,s14penic1:w14 pen #1 continue after death
,.r=rf,HRS,s14penic1,s14penic1:w14 pen #1 continue after death
,.u=unmarried,HRS,s14penic1,s14penic1:w14 pen #1 continue after death
,.v=spouse nr,HRS,s14penic1,s14penic1:w14 pen #1 continue after death
,.z=no pension income,HRS,s14penic1,s14penic1:w14 pen #1 continue after death
1,1.stop,HRS,s15penic1,s15penic1:w15 pen #1 continue after death
2,2.continue unchanged,HRS,s15penic1,s15penic1:w15 pen #1 continue after death
3,3.continue at reduced level,HRS,s15penic1,s15penic1:w15 pen #1 continue after death
4,4.lump sum paid to beneficiary,HRS,s15penic1,s15penic1:w15 pen #1 continue after death
7,7.other,HRS,s15penic1,s15penic1:w15 pen #1 continue after death
,.d=dk,HRS,s15penic1,s15penic1:w15 pen #1 continue after death
,".j=web interview, missing",HRS,s15penic1,s15penic1:w15 pen #1 continue after death
,.m=oth missing,HRS,s15penic1,s15penic1:w15 pen #1 continue after death
,.q=not asked this wv,HRS,s15penic1,s15penic1:w15 pen #1 continue after death
,.r=rf,HRS,s15penic1,s15penic1:w15 pen #1 continue after death
,.u=unmarried,HRS,s15penic1,s15penic1:w15 pen #1 continue after death
,.v=spouse nr,HRS,s15penic1,s15penic1:w15 pen #1 continue after death
,.z=no pension income,HRS,s15penic1,s15penic1:w15 pen #1 continue after death
1,1.stop,HRS,s16penic1,s16penic1:w16 pen #1 continue after death
2,2.continue unchanged,HRS,s16penic1,s16penic1:w16 pen #1 continue after death
3,3.continue at reduced level,HRS,s16penic1,s16penic1:w16 pen #1 continue after death
4,4.lump sum paid to beneficiary,HRS,s16penic1,s16penic1:w16 pen #1 continue after death
7,7.other,HRS,s16penic1,s16penic1:w16 pen #1 continue after death
,.d=dk,HRS,s16penic1,s16penic1:w16 pen #1 continue after death
,".j=web interview, missing",HRS,s16penic1,s16penic1:w16 pen #1 continue after death
,.m=oth missing,HRS,s16penic1,s16penic1:w16 pen #1 continue after death
,.q=not asked this wv,HRS,s16penic1,s16penic1:w16 pen #1 continue after death
,.r=rf,HRS,s16penic1,s16penic1:w16 pen #1 continue after death
,.u=unmarried,HRS,s16penic1,s16penic1:w16 pen #1 continue after death
,.v=spouse nr,HRS,s16penic1,s16penic1:w16 pen #1 continue after death
,.z=no pension income,HRS,s16penic1,s16penic1:w16 pen #1 continue after death
1,1.stop,HRS,s2penic2,s2penic2:w2 pen #2 continue after death
2,2.continue unchanged,HRS,s2penic2,s2penic2:w2 pen #2 continue after death
3,3.continue at reduced level,HRS,s2penic2,s2penic2:w2 pen #2 continue after death
4,4.lump sum paid to beneficiary,HRS,s2penic2,s2penic2:w2 pen #2 continue after death
7,7.other,HRS,s2penic2,s2penic2:w2 pen #2 continue after death
,.d=dk,HRS,s2penic2,s2penic2:w2 pen #2 continue after death
,".j=web interview, missing",HRS,s2penic2,s2penic2:w2 pen #2 continue after death
,.m=oth missing,HRS,s2penic2,s2penic2:w2 pen #2 continue after death
,.q=not asked this wv,HRS,s2penic2,s2penic2:w2 pen #2 continue after death
,.r=rf,HRS,s2penic2,s2penic2:w2 pen #2 continue after death
,.u=unmarried,HRS,s2penic2,s2penic2:w2 pen #2 continue after death
,.v=spouse nr,HRS,s2penic2,s2penic2:w2 pen #2 continue after death
,.z=no pension income,HRS,s2penic2,s2penic2:w2 pen #2 continue after death
1,1.stop,HRS,s3penic2,s3penic2:w3 pen #2 continue after death
2,2.continue unchanged,HRS,s3penic2,s3penic2:w3 pen #2 continue after death
3,3.continue at reduced level,HRS,s3penic2,s3penic2:w3 pen #2 continue after death
4,4.lump sum paid to beneficiary,HRS,s3penic2,s3penic2:w3 pen #2 continue after death
7,7.other,HRS,s3penic2,s3penic2:w3 pen #2 continue after death
,.d=dk,HRS,s3penic2,s3penic2:w3 pen #2 continue after death
,".j=web interview, missing",HRS,s3penic2,s3penic2:w3 pen #2 continue after death
,.m=oth missing,HRS,s3penic2,s3penic2:w3 pen #2 continue after death
,.q=not asked this wv,HRS,s3penic2,s3penic2:w3 pen #2 continue after death
,.r=rf,HRS,s3penic2,s3penic2:w3 pen #2 continue after death
,.u=unmarried,HRS,s3penic2,s3penic2:w3 pen #2 continue after death
,.v=spouse nr,HRS,s3penic2,s3penic2:w3 pen #2 continue after death
,.z=no pension income,HRS,s3penic2,s3penic2:w3 pen #2 continue after death
1,1.stop,HRS,s4penic2,s4penic2:w4 pen #2 continue after death
2,2.continue unchanged,HRS,s4penic2,s4penic2:w4 pen #2 continue after death
3,3.continue at reduced level,HRS,s4penic2,s4penic2:w4 pen #2 continue after death
4,4.lump sum paid to beneficiary,HRS,s4penic2,s4penic2:w4 pen #2 continue after death
7,7.other,HRS,s4penic2,s4penic2:w4 pen #2 continue after death
,.d=dk,HRS,s4penic2,s4penic2:w4 pen #2 continue after death
,".j=web interview, missing",HRS,s4penic2,s4penic2:w4 pen #2 continue after death
,.m=oth missing,HRS,s4penic2,s4penic2:w4 pen #2 continue after death
,.q=not asked this wv,HRS,s4penic2,s4penic2:w4 pen #2 continue after death
,.r=rf,HRS,s4penic2,s4penic2:w4 pen #2 continue after death
,.u=unmarried,HRS,s4penic2,s4penic2:w4 pen #2 continue after death
,.v=spouse nr,HRS,s4penic2,s4penic2:w4 pen #2 continue after death
,.z=no pension income,HRS,s4penic2,s4penic2:w4 pen #2 continue after death
1,1.stop,HRS,s5penic2,s5penic2:w5 pen #2 continue after death
2,2.continue unchanged,HRS,s5penic2,s5penic2:w5 pen #2 continue after death
3,3.continue at reduced level,HRS,s5penic2,s5penic2:w5 pen #2 continue after death
4,4.lump sum paid to beneficiary,HRS,s5penic2,s5penic2:w5 pen #2 continue after death
7,7.other,HRS,s5penic2,s5penic2:w5 pen #2 continue after death
,.d=dk,HRS,s5penic2,s5penic2:w5 pen #2 continue after death
,".j=web interview, missing",HRS,s5penic2,s5penic2:w5 pen #2 continue after death
,.m=oth missing,HRS,s5penic2,s5penic2:w5 pen #2 continue after death
,.q=not asked this wv,HRS,s5penic2,s5penic2:w5 pen #2 continue after death
,.r=rf,HRS,s5penic2,s5penic2:w5 pen #2 continue after death
,.u=unmarried,HRS,s5penic2,s5penic2:w5 pen #2 continue after death
,.v=spouse nr,HRS,s5penic2,s5penic2:w5 pen #2 continue after death
,.z=no pension income,HRS,s5penic2,s5penic2:w5 pen #2 continue after death
1,1.stop,HRS,s6penic2,s6penic2:w6 pen #2 continue after death
2,2.continue unchanged,HRS,s6penic2,s6penic2:w6 pen #2 continue after death
3,3.continue at reduced level,HRS,s6penic2,s6penic2:w6 pen #2 continue after death
4,4.lump sum paid to beneficiary,HRS,s6penic2,s6penic2:w6 pen #2 continue after death
7,7.other,HRS,s6penic2,s6penic2:w6 pen #2 continue after death
,.d=dk,HRS,s6penic2,s6penic2:w6 pen #2 continue after death
,".j=web interview, missing",HRS,s6penic2,s6penic2:w6 pen #2 continue after death
,.m=oth missing,HRS,s6penic2,s6penic2:w6 pen #2 continue after death
